frame,openness,energy
1149,4.5283,0.050207
1150,4.9132,0.050841
1151,5.6267,0.052263
1152,6.5145,0.042127
1153,7.0609,0.020010
1154,6.9911,0.043875
1155,6.0914,0.060926
1156,5.9141,0.065837
1157,5.6173,0.066702
1158,5.2126,0.053179
1159,5.0789,0.032358
1160,5.8622,0.021071
1161,6.0780,0.023745
1162,3.9660,0.036965
1163,3.4971,0.052735
1164,3.6547,0.061223
1165,3.9526,0.060715
1166,3.9260,0.052839
1167,3.7817,0.034248
1168,4.1411,0.013525
1169,5.6142,0.002568
1170,5.9873,0.000250
1171,5.8903,0.000145
1172,6.2962,0.000064
1173,8.2849,0.000000
1174,4.8988,0.000000
1175,4.8988,0.000000
1176,6.2298,0.000090
1177,5.4185,0.000096
1178,3.8255,0.006761
1179,4.3821,0.038748
1180,3.7574,0.071935
1181,3.4091,0.088985
1182,2.6760,0.090171
1183,2.7868,0.084721
1184,2.7171,0.061169
1185,6.6263,0.048987
1186,6.7871,0.051883
1187,6.8427,0.048072
1188,6.8039,0.046716
1189,6.9858,0.032202
1190,8.1722,0.026544
1191,6.5934,0.034335
1192,4.0548,0.047626
1193,2.9383,0.049455
1194,2.9670,0.047275
1195,5.9407,0.040603
1196,5.5515,0.025367
1197,5.3214,0.030904
1198,6.3971,0.036662
1199,6.5469,0.039733
1200,4.1164,0.052488
1201,4.3286,0.056232
1202,3.9383,0.055750
1203,4.0082,0.054626
1204,4.4250,0.040829
1205,4.3231,0.024278
1206,6.0513,0.018741
1207,6.3257,0.019854
1208,6.7442,0.021588
1209,6.9774,0.021068
1210,6.7423,0.021420
1211,6.3083,0.025393
1212,6.0251,0.038441
1213,5.9681,0.040853
1214,5.0047,0.039698
1215,6.8744,0.035451
1216,7.3835,0.018942
1217,5.9627,0.034848
1218,2.8641,0.050562
1219,2.9471,0.053760
1220,2.9051,0.054341
1221,3.3871,0.043760
1222,3.3921,0.034939
1223,5.2510,0.047970
1224,5.4709,0.050989
1225,5.3537,0.051830
1226,5.9391,0.046493
1227,5.6626,0.027134
1228,6.7442,0.018257
1229,7.6813,0.014389
1230,6.1556,0.036966
1231,5.1704,0.066952
1232,4.2028,0.071025
1233,2.7727,0.072710
1234,2.8269,0.065248
1235,3.0194,0.044582
1236,7.2608,0.048923
1237,6.9408,0.048213
1238,6.6956,0.046701
1239,5.2491,0.040691
1240,6.1186,0.037484
1241,6.1670,0.037092
1242,5.5204,0.036523
1243,5.9010,0.032277
1244,7.3007,0.018363
1245,7.3299,0.022692
1246,7.0594,0.031259
1247,7.1939,0.033722
1248,7.2700,0.034534
1249,6.7808,0.030140
1250,5.4408,0.019174
1251,4.8212,0.012659
1252,6.3782,0.008623
1253,6.2768,0.003882
1254,6.6140,0.000181
1255,6.5862,0.000110
1256,6.8397,0.000000
1257,4.8988,0.000000
1258,4.8988,0.000000
1259,6.6155,0.000085
1260,5.8535,0.000097
1261,4.7539,0.000323
1262,4.7352,0.018485
1263,5.0948,0.054597
1264,4.9769,0.066398
1265,4.8790,0.068984
1266,5.0929,0.067643
1267,5.5443,0.044838
1268,5.6389,0.027097
1269,4.3225,0.023735
1270,6.2564,0.027393
1271,6.3884,0.031050
1272,6.4333,0.029459
1273,6.5725,0.029268
1274,4.4810,0.041920
1275,4.0786,0.044719
1276,3.6976,0.047001
1277,3.2826,0.047047
1278,4.0564,0.035011
1279,6.8235,0.030959
1280,6.5882,0.052719
1281,6.2480,0.059609
1282,3.8567,0.059488
1283,3.7606,0.057538
1284,6.4208,0.035429
1285,6.0243,0.020566
1286,6.1245,0.073597
1287,6.4920,0.081095
1288,6.3769,0.082513
1289,6.3420,0.081999
1290,6.0412,0.097502
1291,6.1117,0.167146
1292,5.7152,0.186740
1293,5.7123,0.187935
1294,5.5640,0.165285
1295,5.4111,0.094725
1296,5.2035,0.060985
1297,4.6966,0.060775
1298,5.1468,0.060765
1299,6.3334,0.049297
1300,6.4944,0.039936
1301,6.4575,0.077503
1302,5.8991,0.093588
1303,4.9764,0.094838
1304,5.2363,0.089316
1305,5.0125,0.056666
1306,3.5991,0.041659
1307,3.6639,0.042078
1308,3.0919,0.041316
1309,3.7317,0.040629
1310,3.9443,0.021651
1311,3.8520,0.039000
1312,3.5917,0.057816
1313,3.2103,0.059002
1314,2.9994,0.058596
1315,2.9120,0.047260
1316,2.9777,0.039717
1317,4.1950,0.071017
1318,4.9796,0.073502
1319,3.5301,0.072582
1320,4.8294,0.063843
1321,5.2066,0.020747
1322,4.7690,0.002770
1323,5.6055,0.000300
1324,6.9249,0.000122
