frame,openness,energy
97,4.8988,0.000000
98,4.8988,0.000000
99,4.8988,0.000000
100,4.8988,0.000000
101,4.8988,0.000000
102,4.8988,0.000000
103,4.8988,0.000000
104,4.8988,0.000000
105,4.8988,0.000000
106,4.8988,0.000000
107,4.8988,0.000000
108,4.8988,0.000000
109,4.8988,0.000000
110,4.8988,0.000000
111,4.8988,0.000000
112,4.8988,0.000000
113,4.8988,0.000000
114,4.8988,0.000000
115,4.8988,0.000000
116,4.8988,0.000000
117,4.8988,0.000000
118,4.8988,0.000000
119,4.8988,0.000000
120,4.8988,0.000000
121,4.8988,0.000000
122,4.8988,0.000000
123,4.8988,0.000000
124,4.8988,0.000000
125,4.8988,0.000000
126,4.8988,0.000000
127,4.8988,0.000000
128,4.8988,0.000000
129,4.8988,0.000000
130,4.8988,0.000000
131,4.8988,0.000000
132,4.8988,0.000000
133,4.8988,0.000000
134,4.8988,0.000000
135,4.8988,0.000000
136,4.8988,0.000000
137,4.8988,0.000000
138,4.8988,0.000000
139,4.8988,0.000000
140,4.8988,0.000000
141,4.8988,0.000000
142,4.8988,0.000000
143,4.8988,0.000000
144,4.8988,0.000000
145,4.8988,0.000000
146,4.8988,0.000000
147,4.8988,0.000000
148,4.8988,0.000000
149,4.8988,0.000000
150,4.8988,0.000000
151,4.8988,0.000000
152,4.8988,0.000000
153,4.8988,0.000000
154,4.8988,0.000000
155,4.8988,0.000000
156,4.8988,0.000000
157,4.8988,0.000000
158,4.8988,0.000000
159,4.8988,0.000000
160,4.8988,0.000000
161,4.8988,0.000000
162,4.8988,0.000000
163,4.8988,0.000000
164,4.8988,0.000000
165,4.8988,0.000000
166,4.8988,0.000000
167,4.8988,0.000000
168,4.8988,0.000000
169,4.8988,0.000000
170,4.8988,0.000000
171,4.8988,0.000000
172,4.8988,0.000000
173,4.8988,0.000000
174,4.8988,0.000000
175,4.8988,0.000000
176,4.8988,0.000000
177,4.8988,0.000000
178,4.8988,0.000000
179,4.8988,0.000000
180,4.8988,0.000000
181,4.8988,0.000000
182,4.8988,0.000000
183,4.8988,0.000000
184,4.8988,0.000000
185,4.8988,0.000000
186,4.8988,0.000000
187,4.8988,0.000000
188,4.8988,0.000000
189,4.8988,0.000000
190,4.8988,0.000000
191,4.8988,0.000000
192,4.8988,0.000000
193,4.8988,0.000000
194,4.8988,0.000000
195,4.8988,0.000000
196,4.8988,0.000000
197,4.8988,0.000000
198,4.8988,0.000000
199,4.8988,0.000000
200,4.8988,0.000000
201,4.8988,0.000000
202,4.8988,0.000000
203,4.8988,0.000000
204,4.8988,0.000000
205,4.8988,0.000000
206,4.8988,0.000000
207,4.8988,0.000000
208,4.8988,0.000000
209,4.8988,0.000000
210,4.8988,0.000000
211,4.8988,0.000000
212,4.8988,0.000000
213,4.8988,0.000000
214,4.8988,0.000000
215,4.8988,0.000000
216,4.8988,0.000000
217,4.8988,0.000000
218,4.8988,0.000000
219,4.8988,0.000000
220,4.8988,0.000000
221,4.8988,0.000000
222,4.8988,0.000000
223,4.8988,0.000000
224,4.8988,0.000000
225,4.8988,0.000000
226,4.8988,0.000000
227,4.8988,0.000000
228,4.8988,0.000000
229,4.8988,0.000000
230,4.8988,0.000000
231,4.8988,0.000000
232,4.8988,0.000000
233,4.8988,0.000000
234,4.8988,0.000000
235,4.8988,0.000000
236,4.8988,0.000000
237,4.8988,0.000000
238,4.8988,0.000000
239,4.8988,0.000000
240,4.8988,0.000000
241,4.8988,0.000000
242,4.8988,0.000000
243,4.8988,0.000000
244,4.8988,0.000000
245,4.8988,0.000000
246,4.8988,0.000000
247,4.8988,0.000000
248,4.8988,0.000000
249,4.8988,0.000000
250,4.8988,0.000000
251,4.8988,0.000000
252,4.8988,0.000000
253,4.8988,0.000000
254,4.8988,0.000000
255,4.8988,0.000000
256,4.8988,0.000000
257,4.8988,0.000000
258,4.8988,0.000000
259,4.8988,0.000000
260,4.8988,0.000000
261,4.8988,0.000000
262,4.8988,0.000000
263,4.8988,0.000000
264,4.8988,0.000000
265,4.8988,0.000000
266,4.8988,0.000000
267,4.8988,0.000000
268,4.8988,0.000000
269,4.8988,0.000000
270,4.8988,0.000000
271,4.8988,0.000000
272,4.8988,0.000000
273,4.8988,0.000000
274,4.8988,0.000000
275,4.8988,0.000000
276,4.8988,0.000000
277,4.8988,0.000000
278,4.8988,0.000000
279,4.8988,0.000000
280,4.8988,0.000000
281,4.8988,0.000000
282,4.8988,0.000000
283,4.8988,0.000000
284,4.8988,0.000000
285,4.8988,0.000000
286,4.8988,0.000000
287,4.8988,0.000000
288,4.8988,0.000000
289,4.8988,0.000000
290,4.8988,0.000000
291,4.8988,0.000000
292,4.8988,0.000000
293,4.8988,0.000000
294,4.8988,0.000000
295,4.8988,0.000000
296,4.8988,0.000000
297,4.8988,0.000000
298,4.8988,0.000000
299,4.8988,0.000000
300,4.8988,0.000000
301,4.8988,0.000000
302,4.8988,0.000000
303,4.8988,0.000000
304,4.8988,0.000000
305,4.8988,0.000000
306,4.8988,0.000000
307,4.8988,0.000000
308,4.8988,0.000000
309,4.8988,0.000000
310,4.8988,0.000000
311,4.8988,0.000000
312,4.8988,0.000000
313,4.8988,0.000000
314,4.8988,0.000000
315,4.8988,0.000000
316,4.8988,0.000000
317,4.8988,0.000000
318,4.8988,0.000000
319,4.8988,0.000000
320,4.8988,0.000000
321,4.8988,0.000000
322,4.8988,0.000000
323,4.8988,0.000000
324,4.8988,0.000000
325,4.8988,0.000000
326,4.8988,0.000000
327,4.8988,0.000000
328,4.8988,0.000000
329,4.8988,0.000000
330,4.8988,0.000000
331,4.8988,0.000000
332,4.8988,0.000000
333,4.8988,0.000000
334,4.8988,0.000000
335,4.8988,0.000000
336,4.8988,0.000000
337,4.8988,0.000000
338,4.8988,0.000000
339,4.8988,0.000000
340,4.8988,0.000000
341,4.8988,0.000000
342,4.8988,0.000000
343,4.8988,0.000000
344,4.8988,0.000000
345,4.8988,0.000000
346,4.8988,0.000000
347,4.8988,0.000000
348,4.8988,0.000000
349,4.8988,0.000000
350,4.8988,0.000000
351,4.8988,0.000000
352,4.8988,0.000000
353,4.8988,0.000000
354,4.8988,0.000000
355,4.8988,0.000000
356,4.8988,0.000000
357,4.8988,0.000000
358,4.8988,0.000000
359,4.8988,0.000000
360,4.8988,0.000000
361,4.8988,0.000000
362,4.8988,0.000000
363,4.8988,0.000000
364,4.8988,0.000000
365,4.8988,0.000000
366,4.8988,0.000000
367,4.8988,0.000000
368,4.8988,0.000000
369,4.8988,0.000000
370,4.8988,0.000000
371,4.8988,0.000000
372,4.8988,0.000000
373,4.8988,0.000000
374,4.8988,0.000000
375,4.8988,0.000000
376,4.8988,0.000000
377,4.8988,0.000000
378,4.8988,0.000000
379,4.8988,0.000000
380,4.8988,0.000000
381,4.8988,0.000000
382,4.8988,0.000000
383,4.8988,0.000000
384,4.8988,0.000000
385,4.8988,0.000000
386,4.8988,0.000000
387,4.8988,0.000000
388,4.8988,0.000000
389,4.8988,0.000000
390,4.8988,0.000000
391,4.8988,0.000000
392,4.8988,0.000000
393,4.8988,0.000000
394,4.8988,0.000000
395,4.8988,0.000000
396,4.8988,0.000000
397,4.8988,0.000000
398,4.8988,0.000000
399,4.8988,0.000000
400,4.8988,0.000000
401,4.8988,0.000000
402,4.8988,0.000000
403,4.8988,0.000000
404,4.8988,0.000000
405,4.8988,0.000000
406,4.8988,0.000000
407,4.8988,0.000000
408,4.8988,0.000000
409,4.8988,0.000000
410,4.8988,0.000000
411,4.8988,0.000000
412,4.8988,0.000000
413,4.8988,0.000000
414,4.8988,0.000000
415,4.8988,0.000000
416,4.8988,0.000000
417,4.8988,0.000000
418,4.8988,0.000000
419,4.8988,0.000000
420,4.8988,0.000000
421,4.8988,0.000000
422,4.8988,0.000000
423,4.8988,0.000000
424,4.8988,0.000000
425,4.8988,0.000000
426,4.8988,0.000000
427,4.8988,0.000000
428,4.8988,0.000000
429,4.8988,0.000000
430,4.8988,0.000000
431,4.8988,0.000000
432,4.8988,0.000000
433,4.8988,0.000000
434,4.8988,0.000000
435,4.8988,0.000000
436,4.8988,0.000000
437,4.8988,0.000000
438,4.8988,0.000000
439,4.8988,0.000000
440,4.8988,0.000000
441,4.8988,0.000000
442,4.8988,0.000000
443,4.8988,0.000000
444,4.8988,0.000000
445,4.8988,0.000000
446,4.8988,0.000000
447,4.8988,0.000000
448,4.8988,0.000000
449,4.8988,0.000000
450,4.8988,0.000000
451,4.8988,0.000000
452,4.8988,0.000000
453,4.8988,0.000000
454,4.8988,0.000000
455,4.8988,0.000000
456,4.8988,0.000000
457,4.8988,0.000000
458,4.8988,0.000000
459,4.8988,0.000000
460,4.8988,0.000000
461,4.8988,0.000000
462,4.8988,0.000000
463,4.8988,0.000000
464,4.8988,0.000000
465,4.8988,0.000000
466,4.8988,0.000000
467,4.8988,0.000000
468,4.8988,0.000000
469,4.8988,0.000000
470,4.8988,0.000000
471,4.8988,0.000000
472,4.8988,0.000000
473,4.8988,0.000000
474,4.8988,0.000000
475,4.8988,0.000000
476,4.8988,0.000000
477,4.8988,0.000000
478,4.8988,0.000000
479,4.8988,0.000000
480,4.8988,0.000000
481,4.8988,0.000000
482,4.8988,0.000000
483,4.8988,0.000000
484,4.8988,0.000000
485,4.8988,0.000000
486,4.8988,0.000000
487,4.8988,0.000000
488,4.8988,0.000000
489,4.8988,0.000000
490,4.8988,0.000000
491,4.8988,0.000000
492,4.8988,0.000000
493,4.8988,0.000000
494,4.8988,0.000000
495,4.8988,0.000000
496,4.8988,0.000000
497,4.8988,0.000000
498,4.8988,0.000000
499,4.8988,0.000000
500,4.8988,0.000000
501,4.8988,0.000000
502,4.8988,0.000000
503,4.8988,0.000000
504,4.8988,0.000000
505,4.8988,0.000000
506,4.8988,0.000000
507,4.8988,0.000000
508,4.8988,0.000000
509,4.8988,0.000000
510,4.8988,0.000000
511,4.8988,0.000000
512,4.8988,0.000000
513,4.8988,0.000000
514,4.8988,0.000000
515,4.8988,0.000000
516,4.8988,0.000000
517,4.8988,0.000000
518,4.8988,0.000000
519,4.8988,0.000000
520,4.8988,0.000000
521,4.8988,0.000000
522,4.8988,0.000000
523,4.8988,0.000000
524,4.8988,0.000000
525,4.8988,0.000000
526,4.8988,0.000000
527,4.8988,0.000000
528,4.8988,0.000000
529,4.8988,0.000000
530,4.8988,0.000000
531,4.8988,0.000000
532,4.8988,0.000000
533,4.8988,0.000000
534,4.8988,0.000000
535,4.8988,0.000000
536,4.8988,0.000000
537,4.8988,0.000000
538,4.8988,0.000000
539,4.8988,0.000000
540,4.8988,0.000000
541,4.8988,0.000000
542,4.8988,0.000000
543,4.8988,0.000000
544,4.8988,0.000000
545,4.8988,0.000000
546,4.8988,0.000000
547,4.8988,0.000000
548,4.8988,0.000000
549,4.8988,0.000000
550,4.8988,0.000000
551,4.8988,0.000000
552,4.8988,0.000000
553,4.8988,0.000000
554,4.8988,0.000000
555,4.8988,0.000000
556,4.8988,0.000000
557,4.8988,0.000000
558,4.8988,0.000000
559,4.8988,0.000000
560,4.8988,0.000000
561,4.8988,0.000000
562,4.8988,0.000000
563,4.8988,0.000000
564,4.8988,0.000000
565,4.8988,0.000000
566,4.8988,0.000000
567,4.8988,0.000000
568,4.8988,0.000000
569,4.8988,0.000000
570,4.8988,0.000000
571,4.8988,0.000000
572,4.8988,0.000000
573,4.8988,0.000000
574,4.8988,0.000000
575,4.8988,0.000000
576,4.8988,0.000000
577,4.8988,0.000000
578,4.8988,0.000000
579,4.8988,0.000000
580,4.8988,0.000000
581,4.8988,0.000000
582,4.8988,0.000000
583,4.8988,0.000000
584,4.8988,0.000000
585,4.8988,0.000000
586,4.8988,0.000000
587,4.8988,0.000000
588,4.8988,0.000000
589,4.8988,0.000000
590,4.8988,0.000000
591,4.8988,0.000000
592,4.8988,0.000000
593,4.8988,0.000000
594,4.8988,0.000000
595,4.8988,0.000000
596,4.8988,0.000000
597,4.8988,0.000000
598,4.8988,0.000000
599,4.8988,0.000000
600,4.8988,0.000000
601,4.8988,0.000000
602,4.8988,0.000000
603,4.8988,0.000000
604,4.8988,0.000000
605,4.8988,0.000000
606,4.8988,0.000000
607,4.8988,0.000000
608,4.8988,0.000000
609,4.8988,0.000000
610,4.8988,0.000000
611,4.8988,0.000000
612,4.8988,0.000000
613,4.8988,0.000000
614,4.8988,0.000000
615,4.8988,0.000000
616,4.8988,0.000000
617,4.8988,0.000000
618,4.8988,0.000000
619,4.8988,0.000000
620,4.8988,0.000000
621,4.8988,0.000000
622,4.8988,0.000000
623,4.8988,0.000000
624,4.8988,0.000000
625,4.8988,0.000000
626,4.8988,0.000000
627,4.8988,0.000000
628,4.8988,0.000000
629,4.8988,0.000000
630,4.8988,0.000000
631,4.8988,0.000000
632,4.8988,0.000000
633,4.8988,0.000000
634,4.8988,0.000000
635,4.8988,0.000000
636,4.8988,0.000000
637,4.8988,0.000000
638,4.8988,0.000000
639,4.8988,0.000000
640,4.8988,0.000000
641,4.8988,0.000000
642,4.8988,0.000000
643,4.8988,0.000000
644,4.8988,0.000000
645,4.8988,0.000000
646,4.8988,0.000000
647,4.8988,0.000000
648,4.8988,0.000000
649,4.8988,0.000000
650,4.8988,0.000000
651,4.8988,0.000000
652,4.8988,0.000000
653,4.8988,0.000000
654,4.8988,0.000000
655,4.8988,0.000000
656,4.8988,0.000000
657,4.8988,0.000000
658,4.8988,0.000000
659,4.8988,0.000000
660,4.8988,0.000000
661,4.8988,0.000000
662,4.8988,0.000000
663,4.8988,0.000000
664,4.8988,0.000000
665,4.8988,0.000000
666,4.8988,0.000000
667,4.8988,0.000000
668,4.8988,0.000000
669,4.8988,0.000000
670,4.8988,0.000000
671,4.8988,0.000000
672,4.8988,0.000000
673,4.8988,0.000000
674,4.8988,0.000000
675,4.8988,0.000000
676,4.8988,0.000000
677,4.8988,0.000000
678,4.8988,0.000000
679,4.8988,0.000000
680,4.8988,0.000000
681,4.8988,0.000000
682,4.8988,0.000000
683,4.8988,0.000000
684,4.8988,0.000000
685,4.8988,0.000000
686,4.8988,0.000000
687,4.8988,0.000000
688,4.8988,0.000000
689,4.8988,0.000000
690,4.8988,0.000000
691,4.8988,0.000000
692,4.8988,0.000000
693,4.8988,0.000000
694,4.8988,0.000000
695,4.8988,0.000000
696,4.8988,0.000000
697,4.8988,0.000000
698,4.8988,0.000000
699,4.8988,0.000000
700,4.8988,0.000000
701,4.8988,0.000000
702,4.8988,0.000000
703,4.8988,0.000000
704,4.8988,0.000000
705,4.8988,0.000000
706,4.8988,0.000000
707,4.8988,0.000000
708,4.8988,0.000000
709,4.8988,0.000000
710,4.8988,0.000000
711,4.8988,0.000000
712,4.8988,0.000000
713,4.8988,0.000000
714,4.8988,0.000000
715,4.8988,0.000000
716,4.8988,0.000000
717,4.8988,0.000000
718,4.8988,0.000000
719,4.8988,0.000000
720,4.8988,0.000000
721,4.8988,0.000000
722,4.8988,0.000000
723,4.8988,0.000000
724,4.8988,0.000000
725,4.8988,0.000000
726,4.8988,0.000000
727,4.8988,0.000000
728,4.8988,0.000000
729,4.8988,0.000000
730,4.8988,0.000000
731,4.8988,0.000000
732,4.8988,0.000000
733,4.8988,0.000000
734,4.8988,0.000000
735,4.8988,0.000000
736,4.8988,0.000000
737,4.8988,0.000000
738,4.8988,0.000000
739,4.8988,0.000000
740,4.8988,0.000000
741,4.8988,0.000000
742,4.8988,0.000000
743,4.8988,0.000000
744,4.8988,0.000000
745,4.8988,0.000000
746,4.8988,0.000000
747,4.6780,0.000000
748,4.8988,0.000000
749,4.8988,0.000000
